id,hadith_id,source,chapter_no,hadith_no,chapter,chain_indx,text_ar,text_en
3756,19, Sahih Muslim ,19, 3756 ,The Book of Divorce - كتاب الطلاق,20025,وحدثناه الحسن بن عيسى، أخبرنا ابن المبارك، أخبرنا عاصم، بهذا الإسناد ‏.‏ نحوه ‏.‏,
3942,22, Sahih Muslim ,22, 3942 ,The Book of Transactions - كتاب البيوع,"30212, 20331, 11201, 11014, 18",حدثنا ابن نمير، حدثنا أبي، حدثنا عبيد الله، عن نافع، عن ابن عمر، عن النبي صلى الله عليه وسلم بمثله ‏.‏,
4029,22, Sahih Muslim ,22, 4029 ,The Book of Transactions - كتاب البيوع,"20226, 30153, 20246, 30123, 11073",وحدثنا يحيى بن حبيب، حدثنا خالد بن الحارث، ح وحدثنا عمرو بن علي، حدثنا عبد الأعلى، ح وحدثنا إسحاق بن إبراهيم، أخبرنا عبدة، كلهم عن ابن أبي عروبة، عن يعلى بن حكيم، بهذا الإسناد ‏.‏ مثله ‏.‏,
4068,23, Sahih Muslim ,23, 4068 ,The Book of Masaaqah - كتاب المساقاة,"30123, 20262, 20475, 1131, 390",وحدثناه إسحاق بن إبراهيم، أخبرنا عثمان بن عمر، أخبرنا يونس، عن الزهري،لا عن عبد الله بن كعب بن مالك، أن كعب بن مالك، أخبره أنه، تقاضى دينا له على ابن أبي حدرد بمثل حديث ابن وهب ‏.‏,
4096,23, Sahih Muslim ,23, 4096 ,The Book of Masaaqah - كتاب المساقاة,"30123, 20121, 20115",حدثنا إسحاق بن إبراهيم، أخبرنا عبد الرزاق، أخبرنا معمر، عن يحيى بن أبي، كثير بهذا الإسناد مثله ‏.‏,
4136,23, Sahih Muslim ,23, 4136 ,The Book of Masaaqah - كتاب المساقاة,"30021, 20229, 11070, 11013, 11002, 13","حدثنا إسحاق بن إبراهيم الحنظلي، أخبرنا روح بن عبادة، حدثنا ابن جريج، أخبرني ابن شهاب، عن سعيد بن المسيب، أنه حدثه عن أبي هريرة، عن رسول الله صلى الله عليه وسلم قال ‏""‏ قاتل الله اليهود حرم الله عليهم الشحوم فباعوها وأكلوا أثمانها‏""‏ ‏.‏",
4146,23, Sahih Muslim ,23, 4146 ,The Book of Masaaqah - كتاب المساقاة,"30123, 30421, 20259",حدثنا إسحاق بن إبراهيم، وابن أبي عمر، جميعا عن عبد الوهاب الثقفي، عن أيوب، بهذا الإسناد نحوه ‏.‏,
4229,24, Sahih Muslim ,24, 4229 ,The Book Pertaining to the Rules of Inheritance - كتاب الفرائض,"20650, 20379",وحدثنيه محمد بن العلاء أبو كريب الهمداني، حدثنا زيد بن حباب، عن يحيى، بن أيوب عن ابن طاوس، بهذا الإسناد ‏.‏ نحو حديث وهيب وروح بن القاسم ‏.‏,
4256,25, Sahih Muslim ,25, 4256 ,The Book of Gifts - كتاب الهبات,"30216, 20025, 20024, 11442",وحدثناه أبو كريب، محمد بن العلاء أخبرنا ابن المبارك، عن الأوزاعي، قال سمعت محمد بن علي بن الحسين، يذكر بهذا الإسناد نحوه ‏.‏,
4320,26, Sahih Muslim ,26, 4320 ,The Book of Bequests - كتاب الوصية,30188,قال أبو إسحاق إبراهيم حدثنا الحسن بن بشر، قال حدثنا سفيان، بهذا الحديث,
4371,28, Sahih Muslim ,28, 4371 ,The Book of Oaths - كتاب الأيمان,20656,قال أبو أحمد الجلودي حدثنا أبو العباس الماسرجسي، حدثنا شيبان بن فروخ، ‏.‏ بهذا الحديث ‏.‏,
4380,28, Sahih Muslim ,28, 4380 ,The Book of Oaths - كتاب الأيمان,"20421, 11106","وحدثنيه سويد بن سعيد، حدثنا حفص بن ميسرة، عن موسى بن عقبة، عن أبي، الزناد بهذا الإسناد مثله ‏.‏ غير أنه قال ‏""‏ كلها تحمل غلاما يجاهد في سبيل الله ‏""‏‏.‏",
4400,28, Sahih Muslim ,28, 4400 ,The Book of Oaths - كتاب الأيمان,20173,وحدثنيه بشر بن خالد، أخبرنا محمد، - يعني ابن جعفر - عن شعبة، بهذا الإسناد ولم يذكر قوله أعوذ بالله أعوذ برسول الله صلى الله عليه وسلم ‏.‏,
4411,28, Sahih Muslim ,28, 4411 ,The Book of Oaths - كتاب الأيمان,"20525, 20475",وحدثنيه زهير بن حرب، حدثنا أبو صفوان الأموي، أخبرني يونس، عن ابن شهاب، بهذا الإسناد ولم يذكر بلغنا وما بعده ‏.‏,
4413,28, Sahih Muslim ,28, 4413 ,The Book of Oaths - كتاب الأيمان,20028,وحدثنيه زهير بن حرب، حدثنا جرير، عن الأعمش، بهذا الإسناد ‏.‏,
4432,28, Sahih Muslim ,28, 4432 ,The Book of Oaths - كتاب الأيمان,"20031, 11278, 11029",وحدثني عبد الله بن هاشم، حدثنا يحيى، - يعني ابن سعيد - عن الحسين بن، ذكوان المعلم حدثني عطاء، عن جابر، ح.,
4502,30, Sahih Muslim ,30, 4502 ,The Book Pertaining to Punishments Prescribed by Islam - كتاب الحدود,"30025, 20348, 20012, 11015, 11417, 11201, 11106, 30375, 20121, 11070, 11417, 20029, 11243, 11201",وحدثني عبد الله بن عبد الرحمن الدارمي، أخبرنا أبو نعيم، حدثنا سفيان، عن أيوب، وإسماعيل بن أمية، وعبيد الله، وموسى بن عقبة، ح وحدثنا محمد بن رافع، حدثنا عبد الرزاق، أخبرنا ابن جريج، أخبرني إسماعيل بن أمية، ح وحدثني أبو الطاهر، أخبرنا ابن وهب، عن حنظلة بن أبي سفيان الجمحي، وعبيد الله بن عمر، ومالك بن أنس، وأسامة، بن زيد الليثي كلهم عن نافع، عن ابن عمر، عن النبي صلى الله عليه وسلم ‏.‏ بمثل حديث يحيى عن مالك غير أن بعضهم قال قيمته وبعضهم قال ثمنه ثلاثة دراهم ‏.‏,
4510,30, Sahih Muslim ,30, 4510 ,The Book Pertaining to Punishments Prescribed by Islam - كتاب الحدود,"30263, 20468, 11067",وحدثنا عمرو الناقد، حدثنا هشيم، أخبرنا منصور، بهذا الإسناد مثله ‏.‏,
4517,30, Sahih Muslim ,30, 4517 ,The Book Pertaining to Punishments Prescribed by Islam - كتاب الحدود,20376,ورواه الليث أيضا عن عبد الرحمن بن خالد بن مسافر، عن ابن شهاب، بهذا الإسناد ‏.‏ مثله ‏.‏,
4518,30, Sahih Muslim ,30, 4518 ,The Book Pertaining to Punishments Prescribed by Islam - كتاب الحدود,"30330, 20428, 11013",وحدثنيه عبد الله بن عبد الرحمن الدارمي، حدثنا أبو اليمان، أخبرنا شعيب، عن الزهري، بهذا الإسناد أيضا وفي حديثهما جميعا قال ابن شهاب أخبرني من سمع جابر بن عبد الله كما ذكر عقيل ‏.‏,
4519,30, Sahih Muslim ,30, 4519 ,The Book Pertaining to Punishments Prescribed by Islam - كتاب الحدود,"30487, 20029, 20475, 30123, 20121, 20115, 11013, 10567, 34",وحدثني أبو الطاهر، وحرملة بن يحيى، قالا أخبرنا ابن وهب، أخبرني يونس، ح وحدثنا إسحاق بن إبراهيم، أخبرنا عبد الرزاق، أخبرنا معمر، وابن، جريج كلهم عن الزهري، عن أبي سلمة، عن جابر بن عبد الله، عن النبي صلى الله عليه وسلم ‏.‏ نحو رواية عقيل عن الزهري عن سعيد وأبي سلمة عن أبي هريرة ‏.‏,
4540,30, Sahih Muslim ,30, 4540 ,The Book Pertaining to Punishments Prescribed by Islam - كتاب الحدود,"30559, 20256, 11352",وحدثنا أبو كامل الجحدري، حدثنا عبد الواحد، حدثنا سليمان الشيباني، قال سألت عبد الله بن أبي أوفى ح.,
4808,34, Sahih Muslim ,34, 4808 ,The Book on Government - كتاب الإمارة,"30367, 20028, 15097, 393",حدثنا قتيبة بن سعيد، حدثنا جرير، عن حصين، عن جابر بن سمرة، قال سمعت النبي صلى الله عليه وسلم يقول ح,
4830,34, Sahih Muslim ,34, 4830 ,The Book on Government - كتاب الإمارة,"11049, 30188, 20331, 11201, 11014",قال أبو إسحاق حدثنا الحسن بن بشر، حدثنا عبد الله بن نمير، عن عبيد الله، عن نافع، عن ابن عمر، بهذا مثل حديث الليث عن نافع، ‏.‏,
4831,34, Sahih Muslim ,34, 4831 ,The Book on Government - كتاب الإمارة,"30399, 20379, 30367, 20155, 11183, 18",وحدثنا يحيى بن يحيى، ويحيى بن أيوب، وقتيبة بن سعيد، وابن، حجر كلهم عن إسماعيل بن جعفر، عن عبد الله بن دينار، عن ابن عمر، قال قال رسول الله صلى الله عليه وسلم ح.,
4856,34, Sahih Muslim ,34, 4856 ,The Book on Government - كتاب الإمارة,"30559, 20469, 10986",وحدثني أبو كامل الجحدري، حدثنا أبو عوانة، عن يعلى بن عطاء، عن أبي علقمة، قال حدثني أبو هريرة، من فيه إلى في قال سمعت رسول الله صلى الله عليه وسلم ح.,
4913,34, Sahih Muslim ,34, 4913 ,The Book on Government - كتاب الإمارة,"11414, 10963, 10805",قال مسلم ورواه معاوية بن صالح عن ربيعة بن يزيد، عن مسلم بن قرظة، عن عوف بن مالك، عن النبي صلى الله عليه وسلم بمثله ‏.‏,
4949,34, Sahih Muslim ,34, 4949 ,The Book on Government - كتاب الإمارة,"30022, 20208, 30421, 20005, 11015, 20172, 11014, 18","حدثني زهير بن حرب، حدثنا إسماعيل يعني ابن علية، ح وحدثنا ابن أبي عمر، حدثنا سفيان، والثقفي، كلهم عن أيوب، ح وحدثنا ابن رافع، حدثنا ابن أبي فديك، أخبرنا  الضحاك، - يعني ابن عثمان - جميعا عن نافع، عن ابن عمر، عن النبي صلى الله عليه وسلم ‏.‏ في حديث ابن علية والثقفي ‏""‏ فإني أخاف ‏""‏ ‏.‏ وفي حديث سفيان وحديث الضحاك بن عثمان ‏""‏ مخافة أن يناله العدو ‏""‏ ‏.‏",
4952,34, Sahih Muslim ,34, 4952 ,The Book on Government - كتاب الإمارة,"30170, 30359, 11201, 20387, 30423, 30421, 20005, 11417, 30375, 20121, 11070, 11106",وحدثنا محمد بن المثنى، وعبيد الله بن سعيد، قالا حدثنا يحيى، - وهو القطان - جميعا عن عبيد الله، ح وحدثني علي بن حجر، وأحمد بن عبدة، وابن أبي عمر، قالوا حدثنا سفيان، عن إسماعيل بن أمية، ح وحدثني محمد بن رافع، حدثنا عبد الرزاق، أخبرنا  ابن جريج، أخبرني موسى بن عقبة، ح وحدثنا هارون بن سعيد الأيلي، حدثنا ابن وهب، أخبرني أسامة، - يعني ابن زيد - كل هؤلاء عن نافع، عن ابن عمر، بمعنى حديث مالك عن نافع، ‏.‏ وزاد في حديث أيوب من رواية حماد وابن علية قال عبد الله فجئت سابقا فطفف بي الفرس المسجد ‏.‏,
4980,34, Sahih Muslim ,34, 4980 ,The Book on Government - كتاب الإمارة,"20300, 27, 15, 274",وحدثنيه عبد الله بن عبد الرحمن الدارمي، حدثنا يحيى بن حسان، حدثنا معاوية، أخبرني زيد، أنه سمع أبا سلام، قال حدثني النعمان بن بشير، قال كنت عند منبر رسول الله صلى الله عليه وسلم ‏.‏ بمثل حديث أبي توبة ‏.‏,
5009,34, Sahih Muslim ,34, 5009 ,The Book on Government - كتاب الإمارة,"30201, 30106, 20021, 11269",وحدثنا أبو بكر بن أبي شيبة، حدثنا عفان، حدثنا حماد بن سلمة، حدثنا ثابت، عن أنس بن مالك، ح,
5015,34, Sahih Muslim ,34, 5015 ,The Book on Government - كتاب الإمارة,"30313, 20340, 20240",وحدثني إسحاق بن منصور، أخبرنا عبيد الله، - يعني ابن موسى - عن شيبان، عن يحيى، بهذا الإسناد مثله ‏.‏,
5061,34, Sahih Muslim ,34, 5061 ,The Book on Government - كتاب الإمارة,"20318, 11418, 11046, 166",وحدثنيه محمد بن رافع، حدثنا أبو أسامة، حدثني إسماعيل، عن قيس، قال سمعت المغيرة بن شعبة، يقول سمعت رسول الله صلى الله عليه وسلم يقول بمثل حديث مروان سواء ‏.‏,
5077,34, Sahih Muslim ,34, 5077 ,The Book on Government - كتاب الإمارة,"30459, 20229, 20020",وحدثنيه يحيى بن حبيب، حدثنا روح، حدثنا شعبة، بهذا الإسناد ‏.‏,
5078,34, Sahih Muslim ,34, 5078 ,The Book on Government - كتاب الإمارة,"30201, 20032, 20012, 11389, 34",وحدثنا أبو بكر بن أبي شيبة، حدثنا وكيع، عن سفيان، عن محارب، عن جابر، قال نهى رسول الله صلى الله عليه وسلم أن يطرق الرجل أهله ليلا يتخونهم أو يلتمس عثراتهم ‏.‏,
5079,34, Sahih Muslim ,34, 5079 ,The Book on Government - كتاب الإمارة,"20033, 10530",وحدثنيه محمد بن المثنى، حدثنا عبد الرحمن، حدثنا سفيان، بهذا الإسناد قال عبد الرحمن قال سفيان لا أدري هذا في الحديث أم لا ‏.‏ يعني أن يتخونهم أو يلتمس عثراتهم ‏.‏,
5100,35, Sahih Muslim ,35, 5100 ,The Book of Games and the Animals which May be Slaughtered and the Aninals that Are to be Eaten - كتاب الصيد والذبائح وما يؤكل من الحيوان,"20029, 20001, 20177, 30375, 30553, 20121, 20115, 30399, 20027, 30115, 30553, 20184",وحدثنيه أبو الطاهر، أخبرنا ابن وهب، أخبرني مالك بن أنس، وابن أبي ذئب، وعمرو بن الحارث ويونس بن يزيد وغيرهم ح وحدثني محمد بن رافع، وعبد بن حميد، عن عبد الرزاق، عن معمر، ح وحدثنا يحيى بن يحيى، أخبرنا يوسف بن الماجشون، ح وحدثنا الحلواني، وعبد بن حميد، عن يعقوب بن إبراهيم بن سعد، حدثنا أبي، عن صالح، كلهم عن الزهري، بهذا الإسناد ‏.‏ مثل حديث يونس وعمرو كلهم ذكر الأكل إلا صالحا ويوسف فإن حديثهما نهى عن كل ذي ناب من السبع ‏.‏,
5102,35, Sahih Muslim ,35, 5102 ,The Book of Games and the Animals which May be Slaughtered and the Aninals that Are to be Eaten - كتاب الصيد والذبائح وما يؤكل من الحيوان,20029,وحدثنيه أبو الطاهر، أخبرنا ابن وهب، أخبرني مالك بن أنس، بهذا الإسناد مثله ‏.‏,
5107,35, Sahih Muslim ,35, 5107 ,The Book of Games and the Animals which May be Slaughtered and the Aninals that Are to be Eaten - كتاب الصيد والذبائح وما يؤكل من الحيوان,"30559, 20469, 11419, 11012, 17",وحدثني أبو كامل الجحدري، حدثنا أبو عوانة، عن أبي بشر، عن ميمون بن مهران، عن ابن عباس، قال نهى رسول الله صلى الله عليه وسلم بمثل حديث شعبة عن الحكم ‏.‏,
5108,35, Sahih Muslim ,35, 5108 ,The Book of Games and the Animals which May be Slaughtered and the Aninals that Are to be Eaten - كتاب الصيد والذبائح وما يؤكل من الحيوان,"30184, 20321, 11263",حدثنا أحمد بن يونس، حدثنا زهير، حدثنا أبو الزبير، عن جابر، ح,
5120,35, Sahih Muslim ,35, 5120 ,The Book of Games and the Animals which May be Slaughtered and the Aninals that Are to be Eaten - كتاب الصيد والذبائح وما يؤكل من الحيوان,"30524, 20277, 11070, 11014",وحدثني هارون بن عبد الله، حدثنا محمد بن بكر، أخبرنا ابن جريج، أخبرني  نافع، قال قال ابن عمر ح,
5128,35, Sahih Muslim ,35, 5128 ,The Book of Games and the Animals which May be Slaughtered and the Aninals that Are to be Eaten - كتاب الصيد والذبائح وما يؤكل من الحيوان,20317,وحدثنيه أبو سعيد الأشج، حدثنا حفص، - يعني ابن غياث - عن عاصم، بهذا الإسناد نحوه ‏.‏,
5136,35, Sahih Muslim ,35, 5136 ,The Book of Games and the Animals which May be Slaughtered and the Aninals that Are to be Eaten - كتاب الصيد والذبائح وما يؤكل من الحيوان,"20029, 30400, 30185",وحدثنيه أبو الطاهر، أخبرنا ابن وهب، ح وحدثني يعقوب الدورقي، وأحمد بن، عثمان النوفلي قالا حدثنا أبو عاصم، كلاهما عن ابن جريج، بهذا الإسناد ‏.‏,
5161,35, Sahih Muslim ,35, 5161 ,The Book of Games and the Animals which May be Slaughtered and the Aninals that Are to be Eaten - كتاب الصيد والذبائح وما يؤكل من الحيوان,"30022, 20031, 30459, 20226, 20020",وحدثنيه زهير بن حرب، حدثنا يحيى بن سعيد، ح وحدثني يحيى بن حبيب، حدثنا  خالد، - يعني ابن الحارث - كلاهما عن شعبة، بهذا الإسناد وفي حديث يحيى بوركها أو فخذيها ‏.‏,
5170,35, Sahih Muslim ,35, 5170 ,The Book of Games and the Animals which May be Slaughtered and the Aninals that Are to be Eaten - كتاب الصيد والذبائح وما يؤكل من الحيوان,"20031, 20033, 20226, 30216",وحدثنيه زهير بن حرب، حدثنا يحيى بن سعيد، وعبد الرحمن بن مهدي، ح وحدثني  يحيى بن حبيب، حدثنا خالد بن الحارث، ح وحدثنا أبو كريب، حدثنا أبو أسامة، كلهم عن  شعبة، بهذا الإسناد ‏.‏,
5207,36, Sahih Muslim ,36, 5207 ,The Book of Sacrifices - كتاب الأضاحى,"20315, 20320, 20016",وحدثنيه القاسم بن زكرياء، حدثنا حسين بن علي، عن زائدة، عن سعيد بن مسروق، بهذا الإسناد الحديث إلى آخره بتمامه وقال فيه وليست معنا مدى أفنذبح بالقصب,
5220,36, Sahih Muslim ,36, 5220 ,The Book of Sacrifices - كتاب الأضاحى,"30201, 20246, 11286, 10721",حدثنا أبو بكر بن أبي شيبة، حدثنا عبد الأعلى، عن الجريري، عن أبي نضرة، عن أبي سعيد الخدري، ح,
5227,36, Sahih Muslim ,36, 5227 ,The Book of Sacrifices - كتاب الأضاحى,"30201, 30170, 20356, 20436, 11389, 11432",حدثنا أبو بكر بن أبي شيبة، ومحمد بن المثنى، قالا حدثنا محمد بن فضيل، قال أبو بكر عن أبي سنان، وقال ابن المثنى، عن ضرار بن مرة، عن محارب، عن ابن بريدة، عن أبيه، ح,
5230,36, Sahih Muslim ,36, 5230 ,The Book of Sacrifices - كتاب الأضاحى,"30399, 20031, 20005, 11013, 11168, 13",حدثنا يحيى بن يحيى التميمي، وأبو بكر بن أبي شيبة وعمرو الناقد وزهير بن حرب قال يحيى أخبرنا وقال الآخرون، حدثنا سفيان بن عيينة، عن الزهري، عن سعيد، عن أبي هريرة، عن النبي صلى الله عليه وسلم ح,
5245,37, Sahih Muslim ,37, 5245 ,The Book of Drinks - كتاب الأشربة,"20025, 20475",وحدثنيه محمد بن عبد الله بن قهزاذ، حدثني عبد الله بن عثمان، عن عبد الله، بن المبارك عن يونس، عن الزهري، بهذا الإسناد مثله ‏.‏,
5272,37, Sahih Muslim ,37, 5272 ,The Book of Drinks - كتاب الأشربة,"20229, 11278","وحدثنيه أبو بكر بن إسحاق، حدثنا روح بن عبادة، حدثنا حسين المعلم، حدثنا  يحيى بن أبي كثير، بهذين الإسنادين غير أنه قال ‏""‏ الرطب والزهو والتمر والزبيب ‏""‏ ‏.‏",
5276,37, Sahih Muslim ,37, 5276 ,The Book of Drinks - كتاب الأشربة,"20390, 10704, 13",وحدثنيه زهير بن حرب، حدثنا هاشم بن القاسم، حدثنا عكرمة بن عمار، حدثنا  يزيد بن عبد الرحمن بن أذينة، - وهو أبو كثير الغبري - حدثني أبو هريرة، قال قال رسول الله صلى الله عليه وسلم بمثله ‏.‏,
5278,37, Sahih Muslim ,37, 5278 ,The Book of Drinks - كتاب الأشربة,20423,وحدثنيه وهب بن بقية، أخبرنا خالد، - يعني الطحان - عن الشيباني، بهذا الإسناد في التمر والزبيب ولم يذكر البسر والتمر ‏.‏,
5282,37, Sahih Muslim ,37, 5282 ,The Book of Drinks - كتاب الأشربة,"30263, 20005, 11013, 19",وحدثني عمرو الناقد، حدثنا سفيان بن عيينة، عن الزهري، عن أنس بن مالك، أن رسول الله صلى الله عليه وسلم نهى عن الدباء والمزفت أن ينتبذ فيه ‏.‏,
5289,37, Sahih Muslim ,37, 5289 ,The Book of Drinks - كتاب الأشربة,"38487, 20031, 20012, 20020, 11067, 11005, 20022, 11051, 11054, 53",وحدثني محمد بن حاتم، حدثنا يحيى، - وهو القطان - حدثنا سفيان، وشعبة، قالا حدثنا منصور، وسليمان، وحماد، عن إبراهيم، عن الأسود، عن عائشة، عن النبي صلى الله عليه وسلم بمثله ‏.‏,
5320,37, Sahih Muslim ,37, 5320 ,The Book of Drinks - كتاب الأشربة,"11263, 34",قال أبو الزبير وسمعت جابر بن عبد الله، يقول نهى رسول الله صلى الله عليه وسلم عن الجر والمزفت والنقير ‏.‏,
5321,37, Sahih Muslim ,37, 5321 ,The Book of Drinks - كتاب الأشربة,,وكان رسول الله صلى الله عليه وسلم إذا لم يجد شيئا ينتبذ له فيه نبذ له في تور من حجارة ‏.‏,
5324,37, Sahih Muslim ,37, 5324 ,The Book of Drinks - كتاب الأشربة,"30201, 30170, 20356, 20436, 11389, 11432",حدثنا أبو بكر بن أبي شيبة، ومحمد بن المثنى، قالا حدثنا محمد بن فضيل، قال أبو بكر عن أبي سنان، وقال ابن المثنى، عن ضرار بن مرة، عن محارب، عن ابن بريدة، عن أبيه، ح,
5371,37, Sahih Muslim ,37, 5371 ,The Book of Drinks - كتاب الأشربة,"30184, 20321, 11263",وحدثنا أحمد بن يونس، حدثنا زهير، حدثنا أبو الزبير، عن جابر، ح,
5380,37, Sahih Muslim ,37, 5380 ,The Book of Drinks - كتاب الأشربة,"20033, 20012",وحدثنيه أبو بكر بن نافع، حدثنا عبد الرحمن، حدثنا سفيان، عن الأعمش، بهذا الإسناد وقدم مجيء الجارية قبل مجيء الأعرابي ‏.‏,
5382,37, Sahih Muslim ,37, 5382 ,The Book of Drinks - كتاب الأشربة,"20229, 11070, 11263, 34","وحدثنيه إسحاق بن منصور، أخبرنا روح بن عبادة، حدثنا ابن جريج، أخبرني  أبو الزبير، أنه سمع جابر بن عبد الله، يقول إنه سمع النبي صلى الله عليه وسلم يقول ‏.‏ بمثل حديث أبي عاصم إلا أنه قال ‏""‏ وإن لم يذكر اسم الله عند طعامه وإن لم يذكر اسم الله عند دخوله ‏""‏ ‏.‏",
5410,37, Sahih Muslim ,37, 5410 ,The Book of Drinks - كتاب الأشربة,"20379, 30367, 20387, 20155",حدثنا يحيى بن أيوب، وقتيبة، وعلي بن حجر، قالوا حدثنا إسماعيل، - وهو ابن جعفر - عن عبد الله بن عبد الرحمن بن معمر بن حزم أبي طوالة الأنصاري، أنه سمع  أنس بن مالك، ح,
5428,37, Sahih Muslim ,37, 5428 ,The Book of Drinks - كتاب الأشربة,20033,"وحدثنيه أبو بكر بن نافع، حدثنا عبد الرحمن، - يعني ابن مهدي - قالا حدثنا  حماد، بهذا الإسناد غير أنه قال ‏""‏ وليسلت أحدكم الصحفة ‏""‏ ‏.‏ وقال ‏""‏ في أى طعامكم البركة أو يبارك لكم ‏""‏ ‏.‏",
5432,37, Sahih Muslim ,37, 5432 ,The Book of Drinks - كتاب الأشربة,"30417, 20418, 20321, 11060, 11353, 402",وحدثني سلمة بن شبيب، حدثنا الحسن بن أعين، حدثنا زهير، حدثنا الأعمش، عن شقيق، عن أبي مسعود، عن النبي صلى الله عليه وسلم وعن الأعمش، عن أبي سفيان، عن جابر، بهذا الحديث ‏.‏,
5464,37, Sahih Muslim ,37, 5464 ,The Book of Drinks - كتاب الأشربة,"30170, 20173, 20020, 11368, 5202, 11","وحدثنا محمد بن المثنى، حدثنا محمد بن جعفر، حدثنا شعبة، عن عبد الملك بن، عمير قال سمعت عمرو بن حريث، قال سمعت سعيد بن زيد، قال سمعت رسول الله صلى الله عليه وسلم يقول ‏""‏ الكمأة من المن وماؤها شفاء للعين ‏""‏ ‏.‏",
5507,38, Sahih Muslim ,38, 5507 ,The Book Pertaining to Clothes and Decoration - كتاب اللباس والزينة,"30367, 30490, 20023, 20208, 11015, 30212, 20352, 30170, 20031, 20345",وحدثناه قتيبة، ومحمد بن رمح، عن الليث بن سعد، ح وحدثنيه علي بن حجر، السعدي حدثنا إسماعيل، - يعني ابن علية - عن أيوب، ح وحدثنا ابن نمير، حدثنا محمد، بن بشر ح وحدثنا محمد بن المثنى، حدثنا يحيى بن سعيد، ح وحدثنا أبو بكر بن أبي، شيبة والوليد بن شجاع قالا حدثنا علي بن مسهر، عن عبيد الله، ح وحدثنا محمد بن، أبي بكر المقدمي حدثنا الفضيل بن سليمان، حدثنا موسى بن عقبة، ح .,
5535,38, Sahih Muslim ,38, 5535 ,The Book Pertaining to Clothes and Decoration - كتاب اللباس والزينة,"30449, 20288, 11289, 11113",حدثنا محمد بن عبد الأعلى، حدثنا المعتمر، عن أبيه، حدثنا أبو عثمان، قال كنا مع عتبة بن فرقد بمثل حديث جرير ‏.‏,
5572,38, Sahih Muslim ,38, 5572 ,The Book Pertaining to Clothes and Decoration - كتاب اللباس والزينة,20033,وحدثنيه محمد بن المثنى، حدثنا عبد الرحمن، حدثنا سفيان، بهذا الإسناد وزادفأدعها ‏.‏,
5592,38, Sahih Muslim ,38, 5592 ,The Book Pertaining to Clothes and Decoration - كتاب اللباس والزينة,"30170, 30160, 20173",وحدثناه محمد بن المثنى، وابن، بشار قالا حدثنا محمد بن جعفر، حدثنا شعبة،بهذا الإسناد ‏.‏,
5596,38, Sahih Muslim ,38, 5596 ,The Book Pertaining to Clothes and Decoration - كتاب اللباس والزينة,"20258, 11015, 20157, 11106, 20159, 18",وحدثنيه أحمد بن عبدة، حدثنا عبد الوارث، حدثنا أيوب، ح وحدثنا محمد بن،إسحاق المسيبي حدثنا أنس، - يعني ابن عياض - عن موسى بن عقبة، ح وحدثنا محمد،بن عباد حدثنا حاتم، ح وحدثنا هارون الأيلي، حدثنا ابن وهب، كلهم عن أسامة، جماعتهمعن نافع، عن ابن عمر، عن النبي صلى الله عليه وسلم في خاتم الذهب ‏.‏ نحو حديثالليث ‏.‏,
5619,38, Sahih Muslim ,38, 5619 ,The Book Pertaining to Clothes and Decoration - كتاب اللباس والزينة,"20345, 11060, 10826, 11161, 13",وحدثنيه علي بن حجر السعدي، أخبرنا علي بن مسهر، أخبرنا الأعمش، عن أبي رزين، وأبي، صالح عن أبي هريرة، عن النبي صلى الله عليه وسلم بهذا المعنى ‏.‏,
5621,38, Sahih Muslim ,38, 5621 ,The Book Pertaining to Clothes and Decoration - كتاب اللباس والزينة,"30184, 20321, 11263",حدثنا أحمد بن يونس، حدثنا زهير، حدثنا أبو الزبير، عن جابر، ح,
5776,40, Sahih Muslim ,40, 5776 ,The Book on Salutations and Greetings - كتاب السلام,"30487, 20029, 20475, 11013, 11002, 13","حدثني حرملة بن يحيى، أخبرنا ابن وهب، أخبرني يونس، عن ابن شهاب، عن  ابن المسيب، أن أبا هريرة، قال قال رسول الله صلى الله عليه وسلم ‏""‏ حق المسلم على المسلم خمس ‏""‏ ‏.‏ ح",
5779,40, Sahih Muslim ,40, 5779 ,The Book on Salutations and Greetings - كتاب السلام,"30399, 20468, 11436, 19",حدثنا يحيى بن يحيى، أخبرنا هشيم، عن عبيد الله بن أبي بكر، قال سمعت  أنسا، يقول قال رسول الله صلى الله عليه وسلم ح,
5792,40, Sahih Muslim ,40, 5792 ,The Book on Salutations and Greetings - كتاب السلام,20468,وحدثنيه إسماعيل بن سالم، أخبرنا هشيم، أخبرنا سيار، بهذا الإسناد ‏.‏,
5798,40, Sahih Muslim ,40, 5798 ,The Book on Salutations and Greetings - كتاب السلام,20345,وحدثنيه سويد بن سعيد، حدثنا علي بن مسهر، عن هشام، بهذا الإسناد ‏.‏,
5801,40, Sahih Muslim ,40, 5801 ,The Book on Salutations and Greetings - كتاب السلام,"30399, 20387, 20031, 20468, 11263",حدثنا يحيى بن يحيى، وعلي بن حجر، قال يحيى أخبرنا وقال ابن حجر، حدثنا  هشيم، عن أبي الزبير، عن جابر، ح,
